"","sp1","sp2","sp1_inc","sp2_inc","obs_cooccur","prob_cooccur","exp_cooccur","p_lt","p_gt","sp1_name","sp2_name"
"2817",71,119,3,121,3,0.004,1.1,1,0.05528,"Ph_personensis_cluster","P_pectinolyticum"
"2818",71,120,3,120,3,0.004,1.1,1,0.05391,"Ph_personensis_cluster","P_periplocum"
"2819",71,122,3,198,3,0.006,1.9,1,0.2446,"Ph_personensis_cluster","P_salpingophorum_complex"
"2820",71,130,3,183,3,0.005,1.7,1,0.19287,"Ph_personensis_cluster","P_terrestris"
"2821",71,137,3,259,3,0.008,2.5,1,0.54945,"Ph_personensis_cluster","S_megasperma"
"2822",71,138,3,144,2,0.004,1.4,0.90645,0.43351,"Ph_personensis_cluster","S_monilifera"
"2823",72,116,2,227,2,0.005,1.4,1,0.51539,"Ph_porri","P_myriotylum_complex"
"2824",72,118,2,211,2,0.004,1.3,1,0.44515,"Ph_porri","P_pachycaule_complex"
"2825",72,122,2,198,2,0.004,1.3,1,0.39186,"Ph_porri","P_salpingophorum_complex"
"2826",72,130,2,183,2,0.004,1.2,1,0.3346,"Ph_porri","P_terrestris"
"2827",72,137,2,259,2,0.005,1.6,1,0.67131,"Ph_porri","S_megasperma"
"2828",74,94,3,108,2,0.003,1,0.96081,0.2699,"Ph_sp._CAL-2011b","P_aff._volutum"
"2829",74,103,3,120,3,0.004,1.1,1,0.05391,"Ph_sp._CAL-2011b","P_dissimile"
"2830",74,104,3,145,2,0.004,1.4,0.90447,0.43823,"Ph_sp._CAL-2011b","P_dissotocum_complex"
"2831",74,115,3,106,2,0.003,1,0.96297,0.26137,"Ph_sp._CAL-2011b","P_minus_complex"
"2832",74,116,3,227,3,0.007,2.2,1,0.36931,"Ph_sp._CAL-2011b","P_myriotylum_complex"
"2833",74,118,3,211,3,0.006,2,1,0.29629,"Ph_sp._CAL-2011b","P_pachycaule_complex"
"2834",74,119,3,121,2,0.004,1.1,0.94472,0.32705,"Ph_sp._CAL-2011b","P_pectinolyticum"
"2835",74,120,3,120,1,0.004,1.1,0.67744,0.76277,"Ph_sp._CAL-2011b","P_periplocum"
"2836",74,122,3,198,1,0.006,1.9,0.31362,0.94876,"Ph_sp._CAL-2011b","P_salpingophorum_complex"
"2837",74,130,3,183,2,0.005,1.7,0.80713,0.61805,"Ph_sp._CAL-2011b","P_terrestris"
"2838",74,137,3,259,2,0.008,2.5,0.45055,0.91503,"Ph_sp._CAL-2011b","S_megasperma"
"2839",74,138,3,144,2,0.004,1.4,0.90645,0.43351,"Ph_sp._CAL-2011b","S_monilifera"
"2840",76,116,2,227,1,0.005,1.4,0.48461,0.92132,"Ph_syringae","P_myriotylum_complex"
"2841",76,118,2,211,1,0.004,1.3,0.55485,0.8903,"Ph_syringae","P_pachycaule_complex"
"2842",76,122,2,198,1,0.004,1.3,0.60814,0.8613,"Ph_syringae","P_salpingophorum_complex"
"2843",76,130,2,183,1,0.004,1.2,0.6654,0.82363,"Ph_syringae","P_terrestris"
"2844",76,137,2,259,2,0.005,1.6,1,0.67131,"Ph_syringae","S_megasperma"
"2845",77,94,3,108,2,0.003,1,0.96081,0.2699,"Ph_tentaculata","P_aff._volutum"
"2846",77,103,3,120,2,0.004,1.1,0.94609,0.32256,"Ph_tentaculata","P_dissimile"
"2847",77,104,3,145,3,0.004,1.4,1,0.09553,"Ph_tentaculata","P_dissotocum_complex"
"2848",77,115,3,106,3,0.003,1,1,0.03703,"Ph_tentaculata","P_minus_complex"
"2849",77,116,3,227,3,0.007,2.2,1,0.36931,"Ph_tentaculata","P_myriotylum_complex"
"2850",77,118,3,211,2,0.006,2,0.70371,0.74286,"Ph_tentaculata","P_pachycaule_complex"
"2851",77,119,3,121,1,0.004,1.1,0.67295,0.7664,"Ph_tentaculata","P_pectinolyticum"
"2852",77,120,3,120,0,0.004,1.1,0.23723,1,"Ph_tentaculata","P_periplocum"
"2853",77,122,3,198,3,0.006,1.9,1,0.2446,"Ph_tentaculata","P_salpingophorum_complex"
"2854",77,130,3,183,2,0.005,1.7,0.80713,0.61805,"Ph_tentaculata","P_terrestris"
"2855",77,137,3,259,1,0.008,2.5,0.08497,0.99438,"Ph_tentaculata","S_megasperma"
"2856",77,138,3,144,2,0.004,1.4,0.90645,0.43351,"Ph_tentaculata","S_monilifera"
"2857",78,88,7,76,2,0.005,1.7,0.77768,0.53292,"Ph_transitoria","Pp_sp._CAL-2011b"
"2858",78,92,7,58,7,0.004,1.3,1,1e-05,"Ph_transitoria","Py_terrestris"
"2859",78,93,7,46,6,0.003,1,1,4e-05,"Ph_transitoria","P_aff._torulosum"
"2860",78,94,7,108,7,0.008,2.4,1,0.00048,"Ph_transitoria","P_aff._volutum"
"2861",78,95,7,58,3,0.004,1.3,0.97666,0.11865,"Ph_transitoria","P_angustatum"
"2862",78,99,7,104,1,0.007,2.3,0.2683,0.94083,"Ph_transitoria","P_arrhenomanes_complex"
"2863",78,100,7,46,1,0.003,1,0.72952,0.67134,"Ph_transitoria","P_chondricola"
"2864",78,103,7,120,4,0.008,2.7,0.92434,0.24952,"Ph_transitoria","P_dissimile"
"2865",78,104,7,145,7,0.01,3.2,1,0.00395,"Ph_transitoria","P_dissotocum_complex"
"2866",78,112,7,49,1,0.003,1.1,0.70273,0.69634,"Ph_transitoria","P_kashmirense"
"2867",78,115,7,106,6,0.007,2.3,0.99958,0.00655,"Ph_transitoria","P_minus_complex"
"2868",78,116,7,227,7,0.016,5,1,0.09613,"Ph_transitoria","P_myriotylum_complex"
"2869",78,117,7,82,5,0.006,1.8,0.99853,0.01421,"Ph_transitoria","P_ornamentatum"
"2870",78,118,7,211,7,0.015,4.7,1,0.05722,"Ph_transitoria","P_pachycaule_complex"
"2871",78,119,7,121,6,0.008,2.7,0.99892,0.01392,"Ph_transitoria","P_pectinolyticum"
"2872",78,120,7,120,7,0.008,2.7,1,0.00102,"Ph_transitoria","P_periplocum"
"2873",78,122,7,198,7,0.014,4.4,1,0.03642,"Ph_transitoria","P_salpingophorum_complex"
"2874",78,128,7,56,2,0.004,1.2,0.89111,0.36013,"Ph_transitoria","P_sulcatum"
"2875",78,130,7,183,7,0.013,4.1,1,0.0208,"Ph_transitoria","P_terrestris"
"2876",78,133,7,100,3,0.007,2.2,0.85414,0.39013,"Ph_transitoria","S_anisospora"
"2877",78,135,7,53,1,0.004,1.2,0.66681,0.72712,"Ph_transitoria","S_eccentrica"
"2878",78,137,7,259,7,0.018,5.7,1,0.24482,"Ph_transitoria","S_megasperma"
"2879",78,138,7,144,4,0.01,3.2,0.84226,0.40293,"Ph_transitoria","S_monilifera"
"2880",78,143,7,77,0,0.005,1.7,0.13852,1,"Ph_transitoria","S_turfosa"
"2881",78,144,7,93,6,0.007,2.1,0.99984,0.00307,"Ph_transitoria","T_terrestris"
"2882",83,85,39,12,6,0.005,1.5,0.99987,0.00129,"Pp_chamaehyphon","Pp_litorale"
"2883",83,88,39,76,22,0.03,9.4,1,0,"Pp_chamaehyphon","Pp_sp._CAL-2011b"
"2884",83,89,39,16,3,0.006,2,0.87966,0.31443,"Pp_chamaehyphon","Pl_euphrasiae"
"2885",83,91,39,15,3,0.006,1.9,0.90108,0.27804,"Pp_chamaehyphon","Pc_myriandra"
"2886",83,92,39,58,12,0.023,7.2,0.98761,0.0323,"Pp_chamaehyphon","Py_terrestris"
"2887",83,93,39,46,11,0.018,5.7,0.99563,0.01378,"Pp_chamaehyphon","P_aff._torulosum"
"2888",83,94,39,108,23,0.042,13.3,0.99982,0.00063,"Pp_chamaehyphon","P_aff._volutum"
"2889",83,95,39,58,8,0.023,7.2,0.73078,0.42643,"Pp_chamaehyphon","P_angustatum"
"2890",83,99,39,104,19,0.041,12.8,0.99119,0.02143,"Pp_chamaehyphon","P_arrhenomanes_complex"
"2891",83,100,39,46,16,0.018,5.7,1,1e-05,"Pp_chamaehyphon","P_chondricola"
"2892",83,101,39,14,5,0.005,1.7,0.99655,0.01921,"Pp_chamaehyphon","P_contiguanum"
"2893",83,103,39,120,22,0.047,14.8,0.99623,0.00995,"Pp_chamaehyphon","P_dissimile"
"2894",83,104,39,145,30,0.057,17.9,0.99999,3e-05,"Pp_chamaehyphon","P_dissotocum_complex"
"2895",83,105,39,32,10,0.012,3.9,0.99951,0.00228,"Pp_chamaehyphon","P_flevoense"
"2896",83,106,39,42,7,0.016,5.2,0.87626,0.24535,"Pp_chamaehyphon","P_folliculosum"
"2897",83,107,39,15,4,0.006,1.9,0.9738,0.09892,"Pp_chamaehyphon","P_grandisporangium"
"2898",83,109,39,15,6,0.006,1.9,0.99921,0.00522,"Pp_chamaehyphon","P_inflatum"
"2899",83,111,39,19,2,0.007,2.3,0.5764,0.70811,"Pp_chamaehyphon","P_jasmonium"
"2900",83,112,39,49,5,0.019,6,0.41358,0.76122,"Pp_chamaehyphon","P_kashmirense"
"2901",83,113,39,38,10,0.015,4.7,0.99736,0.00944,"Pp_chamaehyphon","P_longandrum"
"2902",83,115,39,106,20,0.041,13.1,0.99569,0.01132,"Pp_chamaehyphon","P_minus_complex"
"2903",83,116,39,227,34,0.089,28,0.99573,0.01443,"Pp_chamaehyphon","P_myriotylum_complex"
"2904",83,117,39,82,17,0.032,10.1,0.99712,0.00817,"Pp_chamaehyphon","P_ornamentatum"
"2905",83,118,39,211,32,0.082,26,0.99283,0.02043,"Pp_chamaehyphon","P_pachycaule_complex"
"2906",83,119,39,121,20,0.047,14.9,0.97376,0.05535,"Pp_chamaehyphon","P_pectinolyticum"
"2907",83,120,39,120,15,0.047,14.8,0.5998,0.5392,"Pp_chamaehyphon","P_periplocum"
"2908",83,122,39,198,28,0.077,24.4,0.92679,0.13885,"Pp_chamaehyphon","P_salpingophorum_complex"
"2909",83,125,39,17,3,0.007,2.1,0.85636,0.35103,"Pp_chamaehyphon","P_sp._CAL-2011e"
"2910",83,128,39,56,12,0.022,6.9,0.99106,0.02447,"Pp_chamaehyphon","P_sulcatum"
"2911",83,129,39,29,8,0.011,3.6,0.99578,0.01586,"Pp_chamaehyphon","P_tardicrescens"
"2912",83,130,39,183,26,0.071,22.6,0.91372,0.1563,"Pp_chamaehyphon","P_terrestris"
"2913",83,131,39,20,3,0.008,2.5,0.77725,0.45904,"Pp_chamaehyphon","P_vanterpoolii"
"2914",83,133,39,100,22,0.039,12.3,0.99985,0.00055,"Pp_chamaehyphon","S_anisospora"
"2915",83,134,39,14,0,0.005,1.7,0.15168,1,"Pp_chamaehyphon","S_asterophora"
"2916",83,135,39,53,5,0.021,6.5,0.32827,0.82378,"Pp_chamaehyphon","S_eccentrica"
"2917",83,136,39,23,5,0.009,2.8,0.95114,0.13787,"Pp_chamaehyphon","S_litoralis"
"2918",83,137,39,259,30,0.101,32,0.25079,0.86267,"Pp_chamaehyphon","S_megasperma"
"2919",83,138,39,144,26,0.056,17.8,0.99868,0.00394,"Pp_chamaehyphon","S_monilifera"
"2920",83,140,39,11,1,0.004,1.4,0.59692,0.77101,"Pp_chamaehyphon","S_sp._CAL-2011b"
"2921",83,141,39,12,5,0.005,1.5,0.99871,0.00919,"Pp_chamaehyphon","S_subterranea"
"2922",83,142,39,18,4,0.007,2.2,0.94376,0.16861,"Pp_chamaehyphon","S_terrestris"
"2923",83,143,39,77,6,0.03,9.5,0.11302,0.95029,"Pp_chamaehyphon","S_turfosa"
"2924",83,144,39,93,23,0.036,11.5,0.99999,4e-05,"Pp_chamaehyphon","T_terrestris"
"2925",84,94,3,108,1,0.003,1,0.7301,0.71623,"Pp_citrinum","P_aff._volutum"
"2926",84,103,3,120,2,0.004,1.1,0.94609,0.32256,"Pp_citrinum","P_dissimile"
"2927",84,104,3,145,0,0.004,1.4,0.15718,1,"Pp_citrinum","P_dissotocum_complex"
"2928",84,115,3,106,1,0.003,1,0.73863,0.70792,"Pp_citrinum","P_minus_complex"
"2929",84,116,3,227,2,0.007,2.2,0.63069,0.80756,"Pp_citrinum","P_myriotylum_complex"
"2930",84,118,3,211,3,0.006,2,1,0.29629,"Pp_citrinum","P_pachycaule_complex"
"2931",84,119,3,121,0,0.004,1.1,0.2336,1,"Pp_citrinum","P_pectinolyticum"
"2932",84,120,3,120,1,0.004,1.1,0.67744,0.76277,"Pp_citrinum","P_periplocum"
"2933",84,122,3,198,2,0.006,1.9,0.7554,0.68638,"Pp_citrinum","P_salpingophorum_complex"
"2934",84,130,3,183,2,0.005,1.7,0.80713,0.61805,"Pp_citrinum","P_terrestris"
"2935",84,137,3,259,2,0.008,2.5,0.45055,0.91503,"Pp_citrinum","S_megasperma"
"2936",84,138,3,144,1,0.004,1.4,0.56649,0.84003,"Pp_citrinum","S_monilifera"
"2937",85,88,12,76,7,0.009,2.9,0.99827,0.01003,"Pp_litorale","Pp_sp._CAL-2011b"
"2938",85,92,12,58,3,0.007,2.2,0.84025,0.38301,"Pp_litorale","Py_terrestris"
"2939",85,93,12,46,7,0.006,1.7,0.99996,4e-04,"Pp_litorale","P_aff._torulosum"
"2940",85,94,12,108,9,0.013,4.1,0.99946,0.00399,"Pp_litorale","P_aff._volutum"
"2941",85,95,12,58,2,0.007,2.2,0.61699,0.68081,"Pp_litorale","P_angustatum"
"2942",85,99,12,104,6,0.012,3.9,0.94132,0.16502,"Pp_litorale","P_arrhenomanes_complex"
"2943",85,100,12,46,5,0.006,1.7,0.99675,0.01895,"Pp_litorale","P_chondricola"
"2944",85,103,12,120,10,0.014,4.6,0.99986,0.00147,"Pp_litorale","P_dissimile"
"2945",85,104,12,145,11,0.017,5.5,0.99993,0.0011,"Pp_litorale","P_dissotocum_complex"
"2946",85,105,12,32,5,0.004,1.2,0.99959,0.0037,"Pp_litorale","P_flevoense"
"2947",85,106,12,42,3,0.005,1.6,0.93974,0.2042,"Pp_litorale","P_folliculosum"
"2948",85,112,12,49,2,0.006,1.9,0.71998,0.58035,"Pp_litorale","P_kashmirense"
"2949",85,113,12,38,3,0.005,1.4,0.9566,0.16414,"Pp_litorale","P_longandrum"
"2950",85,115,12,106,4,0.013,4,0.62693,0.61612,"Pp_litorale","P_minus_complex"
"2951",85,116,12,227,10,0.027,8.6,0.89683,0.29457,"Pp_litorale","P_myriotylum_complex"
"2952",85,117,12,82,6,0.01,3.1,0.98429,0.06038,"Pp_litorale","P_ornamentatum"
"2953",85,118,12,211,11,0.025,8,0.99294,0.05151,"Pp_litorale","P_pachycaule_complex"
"2954",85,119,12,121,5,0.015,4.6,0.71265,0.51373,"Pp_litorale","P_pectinolyticum"
"2955",85,120,12,120,6,0.014,4.6,0.87961,0.27932,"Pp_litorale","P_periplocum"
"2956",85,122,12,198,9,0.024,7.5,0.88892,0.28184,"Pp_litorale","P_salpingophorum_complex"
"2957",85,128,12,56,7,0.007,2.1,0.99983,0.00149,"Pp_litorale","P_sulcatum"
"2958",85,129,12,29,3,0.003,1.1,0.98301,0.08695,"Pp_litorale","P_tardicrescens"
"2959",85,130,12,183,10,0.022,6.9,0.9875,0.05986,"Pp_litorale","P_terrestris"
"2960",85,133,12,100,5,0.012,3.8,0.85875,0.31856,"Pp_litorale","S_anisospora"
"2961",85,135,12,53,2,0.006,2,0.6746,0.62722,"Pp_litorale","S_eccentrica"
"2962",85,137,12,259,8,0.031,9.8,0.15213,0.95404,"Pp_litorale","S_megasperma"
"2963",85,138,12,144,7,0.017,5.5,0.88489,0.27024,"Pp_litorale","S_monilifera"
"2964",85,143,12,77,2,0.009,2.9,0.40703,0.83481,"Pp_litorale","S_turfosa"
"2965",85,144,12,93,7,0.011,3.5,0.99273,0.03211,"Pp_litorale","T_terrestris"
"2966",87,94,3,108,1,0.003,1,0.7301,0.71623,"Pp_oedochilum","P_aff._volutum"
"2967",87,103,3,120,2,0.004,1.1,0.94609,0.32256,"Pp_oedochilum","P_dissimile"
"2968",87,104,3,145,2,0.004,1.4,0.90447,0.43823,"Pp_oedochilum","P_dissotocum_complex"
"2969",87,115,3,106,1,0.003,1,0.73863,0.70792,"Pp_oedochilum","P_minus_complex"
"2970",87,116,3,227,3,0.007,2.2,1,0.36931,"Pp_oedochilum","P_myriotylum_complex"
"2971",87,118,3,211,3,0.006,2,1,0.29629,"Pp_oedochilum","P_pachycaule_complex"
"2972",87,119,3,121,2,0.004,1.1,0.94472,0.32705,"Pp_oedochilum","P_pectinolyticum"
"2973",87,120,3,120,1,0.004,1.1,0.67744,0.76277,"Pp_oedochilum","P_periplocum"
"2974",87,122,3,198,2,0.006,1.9,0.7554,0.68638,"Pp_oedochilum","P_salpingophorum_complex"
"2975",87,130,3,183,3,0.005,1.7,1,0.19287,"Pp_oedochilum","P_terrestris"
"2976",87,137,3,259,3,0.008,2.5,1,0.54945,"Pp_oedochilum","S_megasperma"
"2977",87,138,3,144,1,0.004,1.4,0.56649,0.84003,"Pp_oedochilum","S_monilifera"
"2978",88,89,76,16,5,0.012,3.8,0.84025,0.33355,"Pp_sp._CAL-2011b","Pl_euphrasiae"
"2979",88,91,76,15,8,0.011,3.6,0.99751,0.01169,"Pp_sp._CAL-2011b","Pc_myriandra"
"2980",88,92,76,58,22,0.044,13.9,0.9975,0.0064,"Pp_sp._CAL-2011b","Py_terrestris"
"2981",88,93,76,46,20,0.035,11.1,0.99959,0.00131,"Pp_sp._CAL-2011b","P_aff._torulosum"
"2982",88,94,76,108,38,0.082,26,0.99969,0.00081,"Pp_sp._CAL-2011b","P_aff._volutum"
"2983",88,95,76,58,14,0.044,13.9,0.58125,0.55334,"Pp_sp._CAL-2011b","P_angustatum"
"2984",88,98,76,8,5,0.006,1.9,0.99698,0.02166,"Pp_sp._CAL-2011b","P_aquatile_complex"
"2985",88,99,76,104,27,0.079,25,0.75828,0.33606,"Pp_sp._CAL-2011b","P_arrhenomanes_complex"
"2986",88,100,76,46,20,0.035,11.1,0.99959,0.00131,"Pp_sp._CAL-2011b","P_chondricola"
"2987",88,101,76,14,5,0.011,3.4,0.90917,0.22712,"Pp_sp._CAL-2011b","P_contiguanum"
"2988",88,102,76,7,3,0.005,1.7,0.93999,0.22232,"Pp_sp._CAL-2011b","P_deliense"
"2989",88,103,76,120,37,0.091,28.9,0.98997,0.01978,"Pp_sp._CAL-2011b","P_dissimile"
"2990",88,104,76,145,38,0.11,34.9,0.83098,0.24368,"Pp_sp._CAL-2011b","P_dissotocum_complex"
"2991",88,105,76,32,15,0.024,7.7,0.99932,0.00245,"Pp_sp._CAL-2011b","P_flevoense"
"2992",88,106,76,42,11,0.032,10.1,0.712,0.42911,"Pp_sp._CAL-2011b","P_folliculosum"
"2993",88,107,76,15,7,0.011,3.6,0.98831,0.04276,"Pp_sp._CAL-2011b","P_grandisporangium"
"2994",88,109,76,15,10,0.011,3.6,0.99995,0.00041,"Pp_sp._CAL-2011b","P_inflatum"
"2995",88,110,76,7,3,0.005,1.7,0.93999,0.22232,"Pp_sp._CAL-2011b","P_insidiosum"
"2996",88,111,76,19,5,0.014,4.6,0.70721,0.49794,"Pp_sp._CAL-2011b","P_jasmonium"
"2997",88,112,76,49,13,0.037,11.8,0.7378,0.3897,"Pp_sp._CAL-2011b","P_kashmirense"
"2998",88,113,76,38,8,0.029,9.1,0.40801,0.74121,"Pp_sp._CAL-2011b","P_longandrum"
"2999",88,114,76,5,3,0.004,1.2,0.98717,0.0921,"Pp_sp._CAL-2011b","P_lycopersicum"
"3000",88,115,76,106,29,0.081,25.5,0.86763,0.20036,"Pp_sp._CAL-2011b","P_minus_complex"
"3001",88,116,76,227,56,0.173,54.6,0.70862,0.39967,"Pp_sp._CAL-2011b","P_myriotylum_complex"
"3002",88,117,76,82,27,0.062,19.7,0.98905,0.02254,"Pp_sp._CAL-2011b","P_ornamentatum"
"3003",88,118,76,211,58,0.161,50.7,0.98629,0.02786,"Pp_sp._CAL-2011b","P_pachycaule_complex"
"3004",88,119,76,121,33,0.092,29.1,0.88282,0.1785,"Pp_sp._CAL-2011b","P_pectinolyticum"
"3005",88,120,76,120,31,0.091,28.9,0.76372,0.32676,"Pp_sp._CAL-2011b","P_periplocum"
"3006",88,121,76,5,2,0.004,1.2,0.9079,0.34704,"Pp_sp._CAL-2011b","P_pyrilobum"
"3007",88,122,76,198,50,0.151,47.6,0.78261,0.30616,"Pp_sp._CAL-2011b","P_salpingophorum_complex"
"3008",88,125,76,17,5,0.013,4.1,0.79911,0.38883,"Pp_sp._CAL-2011b","P_sp._CAL-2011e"
"3009",88,128,76,56,16,0.043,13.5,0.85177,0.2389,"Pp_sp._CAL-2011b","P_sulcatum"
"3010",88,129,76,29,15,0.022,7,0.99985,0.00065,"Pp_sp._CAL-2011b","P_tardicrescens"
"3011",88,130,76,183,51,0.139,44,0.97787,0.04098,"Pp_sp._CAL-2011b","P_terrestris"
"3012",88,131,76,20,6,0.015,4.8,0.82164,0.34184,"Pp_sp._CAL-2011b","P_vanterpoolii"
"3013",88,133,76,100,36,0.076,24.1,0.99972,0.00073,"Pp_sp._CAL-2011b","S_anisospora"
"3014",88,134,76,14,1,0.011,3.4,0.10997,0.98066,"Pp_sp._CAL-2011b","S_asterophora"
"3015",88,135,76,53,12,0.04,12.7,0.47352,0.66347,"Pp_sp._CAL-2011b","S_eccentrica"
"3016",88,136,76,23,9,0.018,5.5,0.97326,0.07083,"Pp_sp._CAL-2011b","S_litoralis"
"3017",88,137,76,259,63,0.197,62.3,0.65442,0.47915,"Pp_sp._CAL-2011b","S_megasperma"
"3018",88,138,76,144,29,0.11,34.6,0.08707,0.94802,"Pp_sp._CAL-2011b","S_monilifera"
"3019",88,140,76,11,0,0.008,2.6,0.04583,1,"Pp_sp._CAL-2011b","S_sp._CAL-2011b"
"3020",88,141,76,12,4,0.009,2.9,0.86557,0.32026,"Pp_sp._CAL-2011b","S_subterranea"
"3021",88,142,76,18,1,0.014,4.3,0.04298,0.99398,"Pp_sp._CAL-2011b","S_terrestris"
"3022",88,143,76,77,23,0.059,18.5,0.93475,0.11217,"Pp_sp._CAL-2011b","S_turfosa"
"3023",88,144,76,93,36,0.071,22.4,0.99997,0.00011,"Pp_sp._CAL-2011b","T_terrestris"
"3024",89,92,16,58,5,0.009,2.9,0.94748,0.14961,"Pl_euphrasiae","Py_terrestris"
"3025",89,93,16,46,3,0.007,2.3,0.80976,0.41964,"Pl_euphrasiae","P_aff._torulosum"
"3026",89,94,16,108,5,0.017,5.5,0.51733,0.69218,"Pl_euphrasiae","P_aff._volutum"
"3027",89,95,16,58,3,0.009,2.9,0.66534,0.58931,"Pl_euphrasiae","P_angustatum"
"3028",89,99,16,104,2,0.017,5.3,0.0588,0.9869,"Pl_euphrasiae","P_arrhenomanes_complex"
"3029",89,100,16,46,2,0.007,2.3,0.58036,0.70676,"Pl_euphrasiae","P_chondricola"
"3030",89,103,16,120,10,0.019,6.1,0.98939,0.03696,"Pl_euphrasiae","P_dissimile"
"3031",89,104,16,145,14,0.023,7.3,0.99995,0.00055,"Pl_euphrasiae","P_dissotocum_complex"
"3032",89,105,16,32,2,0.005,1.6,0.78728,0.49679,"Pl_euphrasiae","P_flevoense"
"3033",89,106,16,42,5,0.007,2.1,0.98885,0.04654,"Pl_euphrasiae","P_folliculosum"
"3034",89,112,16,49,4,0.008,2.5,0.91664,0.22405,"Pl_euphrasiae","P_kashmirense"
"3035",89,113,16,38,3,0.006,1.9,0.88844,0.2995,"Pl_euphrasiae","P_longandrum"
"3036",89,115,16,106,8,0.017,5.4,0.95254,0.12443,"Pl_euphrasiae","P_minus_complex"
"3037",89,116,16,227,13,0.036,11.5,0.87714,0.29291,"Pl_euphrasiae","P_myriotylum_complex"
"3038",89,117,16,82,8,0.013,4.2,0.99194,0.02998,"Pl_euphrasiae","P_ornamentatum"
"3039",89,118,16,211,14,0.034,10.7,0.98773,0.05579,"Pl_euphrasiae","P_pachycaule_complex"
"3040",89,119,16,121,8,0.019,6.1,0.89363,0.23197,"Pl_euphrasiae","P_pectinolyticum"
"3041",89,120,16,120,6,0.019,6.1,0.59547,0.61219,"Pl_euphrasiae","P_periplocum"
"3042",89,122,16,198,11,0.032,10,0.77995,0.40867,"Pl_euphrasiae","P_salpingophorum_complex"
"3043",89,128,16,56,4,0.009,2.8,0.86688,0.30922,"Pl_euphrasiae","P_sulcatum"
"3044",89,129,16,29,3,0.005,1.5,0.95201,0.17229,"Pl_euphrasiae","P_tardicrescens"
"3045",89,130,16,183,14,0.029,9.3,0.99836,0.01053,"Pl_euphrasiae","P_terrestris"
"3046",89,131,16,20,2,0.003,1,0.92851,0.26834,"Pl_euphrasiae","P_vanterpoolii"
"3047",89,133,16,100,7,0.016,5.1,0.90783,0.21091,"Pl_euphrasiae","S_anisospora"
"3048",89,135,16,53,0,0.008,2.7,0.04896,1,"Pl_euphrasiae","S_eccentrica"
"3049",89,136,16,23,1,0.004,1.2,0.67247,0.71061,"Pl_euphrasiae","S_litoralis"
"3050",89,137,16,259,12,0.041,13.1,0.32189,0.85876,"Pl_euphrasiae","S_megasperma"
"3051",89,138,16,144,6,0.023,7.3,0.34463,0.82136,"Pl_euphrasiae","S_monilifera"
"3052",89,143,16,77,0,0.012,3.9,0.0101,1,"Pl_euphrasiae","S_turfosa"
"3053",89,144,16,93,7,0.015,4.7,0.93782,0.15632,"Pl_euphrasiae","T_terrestris"
"3054",91,92,15,58,4,0.009,2.8,0.88073,0.2884,"Pc_myriandra","Py_terrestris"
"3055",91,93,15,46,5,0.007,2.2,0.98762,0.05087,"Pc_myriandra","P_aff._torulosum"
"3056",91,94,15,108,8,0.016,5.1,0.96722,0.09501,"Pc_myriandra","P_aff._volutum"
"3057",91,95,15,58,5,0.009,2.8,0.96174,0.11927,"Pc_myriandra","P_angustatum"
"3058",91,99,15,104,4,0.016,4.9,0.41449,0.78702,"Pc_myriandra","P_arrhenomanes_complex"
"3059",91,100,15,46,4,0.007,2.2,0.94913,0.15918,"Pc_myriandra","P_chondricola"
"3060",91,103,15,120,5,0.018,5.7,0.46568,0.73815,"Pc_myriandra","P_dissimile"
"3061",91,104,15,145,9,0.022,6.9,0.91764,0.1952,"Pc_myriandra","P_dissotocum_complex"
"3062",91,105,15,32,3,0.005,1.5,0.94674,0.1852,"Pc_myriandra","P_flevoense"
"3063",91,106,15,42,3,0.006,2,0.87692,0.31999,"Pc_myriandra","P_folliculosum"
"3064",91,112,15,49,2,0.007,2.3,0.58098,0.70718,"Pc_myriandra","P_kashmirense"
"3065",91,113,15,38,4,0.006,1.8,0.97649,0.09146,"Pc_myriandra","P_longandrum"
"3066",91,115,15,106,9,0.016,5,0.99245,0.02888,"Pc_myriandra","P_minus_complex"
"3067",91,116,15,227,14,0.034,10.8,0.99389,0.04444,"Pc_myriandra","P_myriotylum_complex"
"3068",91,117,15,82,7,0.012,3.9,0.98098,0.06302,"Pc_myriandra","P_ornamentatum"
"3069",91,118,15,211,14,0.032,10,0.99803,0.01771,"Pc_myriandra","P_pachycaule_complex"
"3070",91,119,15,121,8,0.018,5.7,0.93138,0.16917,"Pc_myriandra","P_pectinolyticum"
"3071",91,120,15,120,7,0.018,5.7,0.83748,0.3254,"Pc_myriandra","P_periplocum"
"3072",91,122,15,198,12,0.03,9.4,0.961,0.12336,"Pc_myriandra","P_salpingophorum_complex"
"3073",91,128,15,56,3,0.008,2.7,0.73481,0.51522,"Pc_myriandra","P_sulcatum"
"3074",91,129,15,29,3,0.004,1.4,0.96156,0.14898,"Pc_myriandra","P_tardicrescens"
"3075",91,130,15,183,11,0.027,8.7,0.93772,0.16601,"Pc_myriandra","P_terrestris"
"3076",91,133,15,100,7,0.015,4.7,0.9377,0.15896,"Pc_myriandra","S_anisospora"
"3077",91,135,15,53,3,0.008,2.5,0.76857,0.47464,"Pc_myriandra","S_eccentrica"
"3078",91,136,15,23,0,0.003,1.1,0.31333,1,"Pc_myriandra","S_litoralis"
